Id	Desc	Name	SceneResource	SceneRuleID	Type	IsOriginalWorldLoad	IsBigWorldLoad	Length	Width	Obstacle	SceneMapTexture	SceneMapWidth	SceneMapHeight	SceneMapLogicWidth	BGMusic	CopySceneID	CopySceneReEnterable	MaxInstCount	PlayersMaxA	PlayersMaxB	PlayersMaxC	GroupNormalSize	GroupSlowSize	GroupPauseSize	ReliveType_1	ReliveType_2	ReliveType_3	Entry_x	Entry_z	Safe_x	Safe_z	ReliveOriginalNum	ReliveEntryNum	EnterSceneEffect	LeaveSceneEffect	WMEnterLevelLimit	EnterNoticeDicID	CanUsePlanScene	PlayerViewRadius	PlayerViewEdgeInc	ChangeTab	SafeAreaIndex	SeamlessOffSetX	SeamlessOffsetZ
1235	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1236	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1237	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1238	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1239	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1240	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1241	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1242	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1243	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1244	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1245	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1246	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1247	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1248	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
1249	帮派属地（1000-1500	Bang Phái Chúc Địa 	10	5	3	1	0	50	50	./Scene/Fb_Banghuishudi.path	banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	0	0
