Id	Description	Name	Title	NpcType	Level	AttackDisType	SkillstrategyIndex	CombatAttrIndex	AttackIntervalTime	ForceId	PathRadius	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	ReviveRate	ReviveTimeBegin_01	ReviveTimeEnd_01	ReviveTimeBegin_02	ReviveTimeEnd_02	DialogID	DialogRadius	DropItemNormalId	FirstDropItemNormalId	DropItemCopyId	IsAttackFly	BelongType	IsImmuneJT	CombatNPC	MissionNpcFlag	Exp	ExpFactor	EnhanceID1	EnhanceID2	EnhanceID3	EnhanceID4	EnhanceID5	EnhanceID6	SilverCoinMin	SilverCoinMax	SilverCoinFactor	GoldCoinRate	GoldCoinDrop	GoldCoinFactor	NpcPaoPaoId	IsCanBeClientSel	IsNoALevelReduc	IsNoPernoctation	IsDisableFaceto	IsCanCatch	CatchFellowId	HuntCollectId	IsCleanLeaveCombat	BornAnimId	BornAnimTime	ScriptID	FinalAttackDrop	ImpactId_01	ImpactId_02	IsDiscareServerLevel	IsLogDropInfo
753	妖兽突袭-相位-青云怪3	青云小分队		0	10	0	40	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472001	873002	0	0
754	妖兽突袭-相位-青云怪4	青云小分队		0	10	0	40	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472001	873002	0	0
755	妖兽突袭-相位-青云怪5	青云小分队		0	10	0	40	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472001	873002	0	0
756	妖兽突袭-相位-青云怪6	青云小分队		0	10	0	40	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472001	873002	0	0
757	妖兽突袭-相位-青云怪7	青云小分队		0	10	0	40	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472001	873002	0	0
758	妖兽突袭-相位-青云怪8	青云小分队		0	10	0	40	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472001	873002	0	0
759	妖兽突袭-相位-青云怪9	青云小分队		0	10	0	40	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472001	873002	0	0
760	妖兽突袭-相位-青云怪10	青云小分队		0	10	0	40	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472001	873002	0	0
761	妖兽突袭-相位-鬼王怪1	鬼王小分队		0	10	0	42	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472003	873002	0	0
762	妖兽突袭-相位-鬼王怪2	鬼王小分队		0	10	0	42	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472003	873002	0	0
763	妖兽突袭-相位-鬼王怪3	鬼王小分队		0	10	0	42	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472003	873002	0	0
764	妖兽突袭-相位-鬼王怪4	鬼王小分队		0	10	0	42	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472003	873002	0	0
765	妖兽突袭-相位-鬼王怪5	鬼王小分队		0	10	0	42	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472003	873002	0	0
766	妖兽突袭-相位-鬼王怪6	鬼王小分队		0	10	0	42	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472003	873002	0	0
767	妖兽突袭-相位-鬼王怪7	鬼王小分队		0	10	0	42	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472003	873002	0	0
768	妖兽突袭-相位-鬼王怪8	鬼王小分队		0	10	0	42	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472003	873002	0	0
769	妖兽突袭-相位-鬼王怪9	鬼王小分队		0	10	0	42	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472003	873002	0	0
770	妖兽突袭-相位-鬼王怪10	鬼王小分队		0	10	0	42	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472003	873002	0	0
771	妖兽突袭-相位-合欢怪1	合欢小分队		0	10	0	43	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472004	873002	0	0
772	妖兽突袭-相位-合欢怪2	合欢小分队		0	10	0	43	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472004	873002	0	0
773	妖兽突袭-相位-合欢怪3	合欢小分队		0	10	0	43	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472004	873002	0	0
774	妖兽突袭-相位-合欢怪4	合欢小分队		0	10	0	43	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472004	873002	0	0
775	妖兽突袭-相位-合欢怪5	合欢小分队		0	10	0	43	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472004	873002	0	0
776	妖兽突袭-相位-合欢怪6	合欢小分队		0	10	0	43	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472004	873002	0	0
777	妖兽突袭-相位-合欢怪7	合欢小分队		0	10	0	43	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472004	873002	0	0
778	妖兽突袭-相位-合欢怪8	合欢小分队		0	10	0	43	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472004	873002	0	0
779	妖兽突袭-相位-合欢怪9	合欢小分队		0	10	0	43	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472004	873002	0	0
780	妖兽突袭-相位-合欢怪10	合欢小分队		0	10	0	43	3010	2000	3	100	20	1	3	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	1201	1202	1203	1204	1205	1206	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	472004	873002	0	0
781	兽神之叹-接引NPC-形象2	兽神	<兽神之叹-难度5>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	190	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
782	兽神之叹-接引NPC-形象2	兽神	<兽神之叹-难度6>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	191	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
783	兽神之叹-接引NPC-形象2	兽神	<兽神之叹-难度7>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	192	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
784	兽神之叹-接引NPC-形象2	兽神	<兽神之叹-难度8>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	193	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
785	兽神之叹-接引NPC-形象3	兽神	<兽神之叹-难度9>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	194	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
786	兽神之叹-接引NPC-形象3	兽神	<兽神之叹-难度10>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	195	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
787	兽神之叹-接引NPC-形象3	兽神	<兽神之叹-难度11>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	196	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
788	兽神之叹-接引NPC-形象3	兽神	<兽神之叹-难度12>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	197	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
789	兽神之叹-接引NPC-形象4	兽神	<兽神之叹-难度13>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	198	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
790	兽神之叹-接引NPC-形象4	兽神	<兽神之叹-难度14>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	199	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
791	兽神之叹-接引NPC-形象4	兽神	<兽神之叹-难度15>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	200	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
792	兽神之叹-接引NPC-形象4	兽神	<兽神之叹-难度16>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	201	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
793	兽神之叹-接引NPC-形象5	兽神	<兽神之叹-难度17>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	202	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
794	兽神之叹-接引NPC-形象5	兽神	<兽神之叹-难度18>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	203	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
795	兽神之叹-接引NPC-形象5	兽神	<兽神之叹-难度19>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	204	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
796	兽神之叹-接引NPC-形象5	兽神	<兽神之叹-难度20>	0	90	0	1	3090	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	205	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
797	流波山-NPC-齐昊	齐昊		0	45	0	1	3045	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	285	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
798	流波山-NPC-田灵儿	田灵儿		0	42	0	1	3340	2000	1	5	5	0	0	3000	2000	0	-1	-1	-1	-1	286	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
799	流波山-NPC-大长老	大长老		0	45	0	1	3045	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	287	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
800	流波山-NPC-梁大手	梁大手		0	45	0	1	3045	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	288	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
801	流波山-NPC-骆疯子	骆疯子		0	45	0	1	3045	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	289	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
802	流波山-NPC-萧九娘	萧九娘		0	45	0	1	3045	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	290	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
803	流波山-NPC-万贼王	万贼王	<海贼王>	0	45	0	1	3045	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	291	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
804	流波山-NPC-历老三	历老三		0	45	0	1	3045	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	292	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
805	流波山-NPC-常老四	常老四		0	45	0	1	3045	2000	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	293	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
806	流波山-怪-鳄鱼【野怪】	海蛇		0	40	0	1	3039	2000	2	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	2	11080	-1	-1	1	3	0	1	1	92	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
807	流波山-怪-螃蟹【野怪】	刺脊鱼人		0	44	0	1	3041	2000	2	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	2	11080	-1	-1	1	3	0	1	1	105	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
808	流波山-怪-海盗【野怪】	海盗		0	46	0	1	3042	2000	2	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	2	11080	-1	-1	1	3	0	1	1	112	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
809	流波山-怪-女贼【野怪】	女贼		0	42	0	1	3040	2000	2	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	2	11080	-1	-1	1	3	0	1	1	98	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
810	流波山-相位怪-万贼王[相位怪]	万贼王		2	47	0	96	3343	2000	3	100	12	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
811	流波山-相位怪-夔牛[相位怪]	夔牛		2	48	0	1	3344	2000	3	100	12	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
812	流波山-相位怪-吸血老怪[相位怪]	吸血老怪		2	45	0	97	3342	2000	3	100	12	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
813	流波山-相位怪-历老三[相位怪]	历老三		2	45	0	1	3043	2000	3	100	12	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
814	流波山-相位怪-常老四[相位怪]	常老四		2	44	0	1	3042	2000	3	100	12	1	5	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
815	河阳城-NPC-慕容蝶	慕容蝶	<婚礼>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	229	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
816	河阳城-NPC-飞天仙子	林碧璇	<飞天仙子>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	268	1.5	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
817	河阳城-NPC-采玉	采玉		0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	281	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
818	七里峒-NPC-小白	小白	<九尾天狐>	0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	206	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
819	七里峒-NPC-鬼厉	鬼厉	<血公子>	0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	207	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
820	七里峒-NPC-客栈老板	哈掌柜	<客栈老板>	0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	208	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
821	七里峒-NPC-金瓶儿	金瓶儿	<妙公子>	0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	209	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
822	七里峒-NPC-李洵	李洵		0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	210	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
823	七里峒-NPC-焚香弟子尸首	焚香弟子尸首		0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	211	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
824	七里峒-NPC-陆雪琪	陆雪琪		0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	212	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
825	七里峒-NPC-鬼厉1	鬼厉	<血公子>	0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	213	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
826	七里峒-NPC-小白1	小白	<九尾天狐>	0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	214	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
827	七里峒-NPC-小白2	鬼厉	<血公子>	0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	216	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
828	七里峒-NPC-鬼厉2	小白	<九尾天狐>	0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	215	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
829	七里峒-NPC-货郎	阿里郎	<货郎>	0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	217	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
830	七里峒-NPC-苗族妇女	苗族妇女		0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	218	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
